Group,List,List_subgroup,List_short_name,List_long_name,Sort,MSFD reporting 2012 (Art. 8-9-10),MSFD reporting 2014 (Art. 11),MSFD reporting 2016 (Art. 13-14),MSFD reporting 2018 (Art. 8-9-10),
Feature,List source,List - species,BirdsDirective,http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000birds/view ,,Y,,,ElementCodeSource,
Feature,List source,List - species,HabitatsDirective: species,http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000species/view ,,Y,,,ElementCodeSource,
Feature,List source,List - species,ICES-Stock,http://vocab.ices.dk/?ref=357,,,,,ElementCodeSource,
Feature,List source,List - species,Algaebase,http://www.algaebase.org,,,,,ElementCodeSource,
Feature,List source,List - species,CoL,http://www.catalogueoflife.org/ ,,,,,ElementCodeSource,
Feature,List source,List - species,FAO,http://www.fao.org/fishery/collection/asfis/en,,,,,ElementCodeSource,
Feature,List source,List - species,WoRMS,http://www.marinespecies.org/ ,,,,,ElementCodeSource,
Feature,Other features,,AreaOfMerit,Habitats in areas meriting particular reference,1,Y,,,,
Feature,Other features,,TypicalFeature,Typical features or characteristics,2,Y,,,,
Feature type,Feature type,Geographic areas,MSwatersGeogAreas,MS marine waters and other geographic areas,1,Y,,,,
Feature type,Feature type,Geographic areas,AssessmentAreasList,Assessment areas list (with MarineUnitIDs),2,Y,,,,
Feature type,Feature type,,GeogAreas,Geographic areas,1,Y,,,,
Feature type,Feature type,,RegCoord,Regional coordination,2,Y,,,,
Feature type,Feature type,,PhysicalFeature,Physical feature,3,Y,,,,
Feature type,Feature type,,ChemicalFeature,Chemical feature,4,Y,,,,
Feature type,Feature type,,HabitatPredominant,Habitat - predominant,5,Y,,,,
Feature type,Feature type,,HabitatSpecial,Habitat - special (listed),6,Y,,,,
Feature type,Feature type,,HabitatOther,Habitat - other,7,Y,,,,
Feature type,Feature type,,SpeciesGroup,Species group,8,Y,,,,
Feature type,Feature type,,FunctionalGroup ,"Functional group (of birds, mammals, reptiles, fish or pelagic cephalopods)",9,Y,,,,
Feature type,Feature type,,SpeciesListed,Species - listed (in a Directive or Convention),10,Y,,,,
Feature type,Feature type,,SpeciesOther,Species - other,11,Y,,,,
Feature type,Feature type,,SpeciesCommercial,Species - commercial,12,Y,,,,
Feature type,Feature type,,Ecosystem,Ecosystem,13,Y,,,,
Feature type,Feature type,,SpeciesNIS,Species - non-indigenous,14,Y,,,,
Feature type,Feature type,,SpeciesGeneticForm,Species - genetically distinct forms of native species,15,Y,,,,
Feature type,Feature type,,Pressure  ,Pressure,18,Y,,,,
Feature type,Feature type,,UseActivity,Use/activity,19,Y,,,,
Feature type,Feature type,,EcosystemService,Ecosystem service,20,Y,,,,
Feature type,Feature type,,ESATheme ,Theme (economic and social analysis),21,Y,,,,
Feature type,Feature type,,CostDegradation,Cost of degradation,22,Y,,,,
Feature type,Feature type,,DeterminationGES,Determination of GES (Art. 9),23,Y,,,,
Feature type,Feature type,,TargetsIndicators,Environmental targets and associated indicators (Art. 10),24,Y,,,,
GES,GES component,A - GES (general),GESOther,GES - other (describe in field DescriptionGES),0,Y,,,,
GES,GES component,B - GES descriptor,D1,D1 Biodiversity,1,Y,Y,Y,Y,
GES,GES component,B - GES descriptor,D1 Birds,D1 Biodiversity – birds,2,,Monitoring programme name,,,
GES,GES component,B - GES descriptor,D1 Mammals,D1 Biodiversity – mammals,3,,Monitoring programme name: Biodiversity mammals and reptiles,,,
GES,GES component,B - GES descriptor,D1 Reptiles,D1 Biodiversity – reptiles,4,,Monitoring programme name: Biodiversity mammals and reptiles,,,
GES,GES component,B - GES descriptor,D1 Fish,D1 Biodiversity – fish,5,,Monitoring programme name: fish and cephalopods,,,
GES,GES component,B - GES descriptor,D1 Cephalopods,D1 Biodiversity –  cephalopods,6,,Monitoring programme name: fish and cephalopods,,,
GES,GES component,B - GES descriptor,D1 Pelagic habitats,D1 Biodiversity – pelagic habitats,7,,Monitoring programme name: Biodiversity - water column habitats,,,
GES,GES component,B - GES descriptor,D2,D2 Non-indigenous species,8,Y,Monitoring programme name,Y,Y,
GES,GES component,B - GES descriptor,D3,D3 Commercial fish and shellfish,9,Y,Monitoring programme name,Y,Y,
GES,GES component,B - GES descriptor,D4/D1,D4/D1 Food webs [D1 Biodiversity - ecosystems],10,Y,Y,Y,Y,
GES,GES component,B - GES descriptor,D5,D5 Eutrophication,11,Y,Monitoring programme name,Y,Y,
GES,GES component,B - GES descriptor,D6/D1,D6/D1 Sea-floor integrity [D1 Biodiversity - benthic habitats],12,Y,Monitoring programme name,Y,Y,
GES,GES component,B - GES descriptor,D7,D7 Hydrographical changes,13,Y,Monitoring programme name,Y,Y,
GES,GES component,B - GES descriptor,D8,D8 Contaminants,14,Y,Monitoring programme name,Y,Y,
GES,GES component,B - GES descriptor,D9,D9 Contaminants in seafood,15,Y,Monitoring programme name,Y,Y,
GES,GES component,B - GES descriptor,D10,D10 Marine litter,16,Y,Monitoring programme name,Y,Y,
GES,GES component,B - GES descriptor,D11,"D11 Energy, incl. underwater noise",17,Y,Monitoring programme name,Y,Y,
GES,GES component,C - GES criterion,D2C1,D2C1 Newly-introduced NIS,1,–,–,,Y,
GES,GES component,C - GES criterion,D2C2,D2C2 Established NIS,2,"2.1 Abundance and state characterisation of non-indigenous species, in particular invasive species","2.1 Abundance and state characterisation of non-indigenous species, in particular invasive species",,Y,
GES,GES component,C - GES criterion,D2C2,D2C2 Established NIS,2,2.1.1 Trends in abundance of NIS,2.1.1 Trends in abundance of NIS,,Y,
GES,GES component,C - GES criterion,D2C3,D2C3 Adverse effects of NIS on species and habitats,3,2.2 Environmental impact of invasive non-indigenous species,2.2 Environmental impact of invasive non-indigenous species,,Y,
GES,GES component,C - GES criterion,D2C3,D2C3 Adverse effects of NIS on species and habitats,3,2.2.1 Ratio invasive to native species,2.2.1 Ratio invasive to native species,,Y,
GES,GES component,C - GES criterion,D2C3,D2C3 Adverse effects of NIS on species and habitats,3,2.2.2 Impacts of NIS,2.2.2 Impacts of NIS,,Y,
GES,GES component,C - GES criterion,D3C1,D3C1 Fishing mortality rate (F),4,3.1 Level of pressure of the fishing activity,3.1 Level of pressure of the fishing activity,,Y,
GES,GES component,C - GES criterion,D3C1,D3C1 Fishing mortality rate (F),4,3.1.1 Fishing mortality,3.1.1 Fishing mortality,,Y,
GES,GES component,C - GES criterion,D3C1,D3C1 Fishing mortality rate (F),4,3.1.2 Fish catch/biomass ratio,3.1.2 Fish catch/biomass ratio,,Y,
GES,GES component,C - GES criterion,D3C2,D3C2 Spawning stock biomass (SSB),5,3.2 Reproductive capacity of the stock,3.2 Reproductive capacity of the stock,,Y,
GES,GES component,C - GES criterion,D3C2,D3C2 Spawning stock biomass (SSB),5,3.2.1 Spawning stock biomass,3.2.1 Spawning stock biomass,,Y,
GES,GES component,C - GES criterion,D3C2,D3C2 Spawning stock biomass (SSB),5,3.2.2 Biomass indices,3.2.2 Biomass indices,,Y,
GES,GES component,C - GES criterion,D3C3,D3C3 Population age and size distribution,6,3.3 Population age and size distribution,3.3 Population age and size distribution,,Y,
GES,GES component,C - GES criterion,D3C3,D3C3 Population age and size distribution,6,3.3.1 Proportion of larger fish,3.3.1 Proportion of larger fish,,Y,
GES,GES component,C - GES criterion,D3C3,D3C3 Population age and size distribution,6,3.3.3 Fish length distribution,3.3.3 Fish length distribution,,Y,
GES,GES component,C - GES criterion,D3C3,D3C3 Population age and size distribution,6,3.3.4 Fish size at sexual maturation,3.3.4 Fish size at sexual maturation,,Y,
GES,GES component,C - GES criterion,D5C1,D5C1 Nutrient concentrations,7,5.1 Nutrients level,5.1 Nutrients level,,Y,
GES,GES component,C - GES criterion,D5C1,D5C1 Nutrient concentrations,7,5.1.1 Nutrient concentration,5.1.1 Nutrient concentration,,Y,
GES,GES component,C - GES criterion,D5C2,D5C2 Chlorophyll a concentration,8,5.2.1 Chlorophyll concentration,5.2.1 Chlorophyll concentration,,Y,
GES,GES component,C - GES criterion,D5C3,D5C3 Harmful algal blooms,9,5.2.4 Shift in floristic species composition,5.2.4 Shift in floristic species composition,,Y,
GES,GES component,C - GES criterion,D5C4,D5C4 Photic limit,10,5.2.2 Water transparency,5.2.2 Water transparency,,Y,
GES,GES component,C - GES criterion,D5C5,D5C5 Dissolved oxygen concentration,11,5.3.2 Dissolved oxygen,5.3.2 Dissolved oxygen,,Y,
GES,GES component,C - GES criterion,D5C6,D5C6 Opportunistic macroalgae of benthic habitats,12,5.2.3 Abundance of macroalgae,5.2.3 Abundance of macroalgae,,Y,
GES,GES component,C - GES criterion,D5C7,D5C7 Macrophyte communities of benthic habitats,13,5.3.1 Abundance of seaweeds and seagrasses,5.3.1 Abundance of seaweeds and seagrasses,,Y,
GES,GES component,C - GES criterion,D5C8,D5C8 Macrofaunal communities of benthic habitats,14,–,–,,Y,
GES,GES component,C - GES criterion,D6C1,D6C1 Physical loss of the seabed,15,"6.1 Physical damage, having regard to substrate characteristics","6.1 Physical damage, having regard to substrate characteristics",,Y,
GES,GES component,C - GES criterion,D6C2,D6C2 Physical disturbance to the seabed,16,"6.1 Physical damage, having regard to substrate characteristics","6.1 Physical damage, having regard to substrate characteristics",,Y,
GES,GES component,C - GES criterion,D6C3,D6C3 Adverse effects from physical disturbance on benthic habitats,17,6.1.2 Extent of seabed affected,6.1.2 Extent of seabed affected,,Y,
GES,GES component,C - GES criterion,D7C1,D7C1 Permanent alteration of hydrographical conditions,18,7.1.1 Extent of area affected,7.1.1 Extent of area affected,,Y,
GES,GES component,C - GES criterion,D7C1,D7C1 Permanent alteration of hydrographical conditions,18,7.1 Spatial characterisation of permanent alterations,7.1 Spatial characterisation of permanent alterations,,Y,
GES,GES component,C - GES criterion,D7C2,D7C2 Adverse effects from permanent alteration of hydrographical conditions on benthic habitats,19,7.2.1 Extent of habitats affected,7.2.1 Extent of habitats affected,,Y,
GES,GES component,C - GES criterion,D7C2,D7C2 Adverse effects from permanent alteration of hydrographical conditions on benthic habitats,19,7.2.2 Change in habitats,7.2.2 Change in habitats,,Y,
GES,GES component,C - GES criterion,D7C2,D7C2 Adverse effects from permanent alteration of hydrographical conditions on benthic habitats,19,7.2 Impact of permanent hydrographical changes,7.2 Impact of permanent hydrographical changes,,Y,
GES,GES component,C - GES criterion,D8C1,D8C1 Contaminants in environment,20,8.1.1 Concentration of contaminants,8.1.1 Concentration of contaminants,,Y,
GES,GES component,C - GES criterion,D8C1,D8C1 Contaminants in environment,20,8.1 Concentration of contaminants,8.1 Concentration of contaminants,,Y,
GES,GES component,C - GES criterion,D8C2,D8C2 Adverse effects of contaminants on species and habitats,21,8.2.1 Level of pollution effects,8.2.1 Level of pollution effects,,Y,
GES,GES component,C - GES criterion,D8C2,D8C2 Adverse effects of contaminants on species and habitats,21,8.2 Effects of contaminants,8.2 Effects of contaminants,,Y,
GES,GES component,C - GES criterion,D8C3,D8C3 Significant acute pollution events,22,8.2.2 Occurrence and impact of acute pollution,8.2.2 Occurrence and impact of acute pollution,,Y,
GES,GES component,C - GES criterion,D8C4,D8C4 Adverse effects of significant pollution events on species and habitats,23,8.2.2 Occurrence and impact of acute pollution,8.2.2 Occurrence and impact of acute pollution,,Y,
GES,GES component,C - GES criterion,D9C1,D9C1 Contaminants in seafood,24,9.1.1 Levels of contaminants in seafood,9.1.1 Levels of contaminants in seafood,,Y,
GES,GES component,C - GES criterion,D9C1,D9C1 Contaminants in seafood,24,"9.1 Levels, number and frequency of contaminants","9.1 Levels, number and frequency of contaminants",,Y,
GES,GES component,C - GES criterion,D10C1,D10C1 Litter,25,10.1.1 Trends in litter on shore,10.1.1 Trends in litter on shore,,Y,
GES,GES component,C - GES criterion,D10C1,D10C1 Litter,25,10.1.2 Trends in litter in water column,10.1.2 Trends in litter in water column,,Y,
GES,GES component,C - GES criterion,D10C1,D10C1 Litter,25,10.1 Characteristics of litter in the marine and coastal environment,10.1 Characteristics of litter in the marine and coastal environment,,Y,
GES,GES component,C - GES criterion,D10C2,D10C2 Micro-litter,26,10.1.3 Trends in micro-plastics,10.1.3 Trends in micro-plastics,,Y,
GES,GES component,C - GES criterion,D10C2,D10C2 Micro-litter,26,10.1 Characteristics of litter in the marine and coastal environment,10.1 Characteristics of litter in the marine and coastal environment,,Y,
GES,GES component,C - GES criterion,D10C3,D10C3 Litter ingested,27,10.2.1 Trends in amount of litter ingested,10.2.1 Trends in amount of litter ingested,,Y,
GES,GES component,C - GES criterion,D10C3,D10C3 Litter ingested,27,10.1 Characteristics of litter in the marine and coastal environment,10.1 Characteristics of litter in the marine and coastal environment,,Y,
GES,GES component,C - GES criterion,D10C4,D10C4 Adverse effects of litter on species,28,10.2 Impacts of marine litter on marine life,10.2 Impacts of marine litter on marine life,,Y,
GES,GES component,C - GES criterion,D11C1,D11C1 Anthropogenic impulsive sound,29,11.1.1 Proportion of days with loud sound levels,11.1.1 Proportion of days with loud sound levels,,Y,
GES,GES component,C - GES criterion,D11C1,D11C1 Anthropogenic impulsive sound,29,"11.1 Distribution in time and place of loud, low and mid frequency impulsive sounds","11.1 Distribution in time and place of loud, low and mid frequency impulsive sounds",,Y,
GES,GES component,C - GES criterion,D11C2,D11C2 Anthropogenic continuous low-frequency sound,30,11.2.1 Ambient noise,11.2.1 Ambient noise,,Y,
GES,GES component,C - GES criterion,D11C2,D11C2 Anthropogenic continuous low-frequency sound,30,11.2 Continuous low frequency sound,11.2 Continuous low frequency sound,,Y,
GES,GES component,C - GES criterion,D1C1,D1C1 Mortality rate from incidental by-catch,31,–,–,,Y,
GES,GES component,C - GES criterion,D1C2,D1C2 Population abundance,32,1.2.1 Population abundance,1.2.1 Population abundance,,Y,
GES,GES component,C - GES criterion,D1C2,D1C2 Population abundance,32,1.2 Population size,1.2 Population size,,Y,
GES,GES component,C - GES criterion,D1C3,D1C3 Population demographic characteristics,33,1.3.1 Population demographic characteristics,1.3.1 Population demographic characteristics,,Y,
GES,GES component,C - GES criterion,D1C3,D1C3 Population demographic characteristics,33,1.3 Population condition,1.3 Population condition,,Y,
GES,GES component,C - GES criterion,D1C4,D1C4 Population distributional range and pattern,34,1.1.1 Species distributional range,1.1.1 Species distributional range,,Y,
GES,GES component,C - GES criterion,D1C4,D1C4 Population distributional range and pattern,34,1.1.2 Species distributional pattern,1.1.2 Species distributional pattern,,Y,
GES,GES component,C - GES criterion,D1C4,D1C4 Population distributional range and pattern,34,1.1 Species distribution,1.1 Species distribution,,Y,
GES,GES component,C - GES criterion,D1C5,D1C5 Habitat for the species,35,-,-,,Y,
GES,GES component,C - GES criterion,D1C6,D1C6 Pelagic habitat condition,36,1.6.1 Condition typical species,1.6.1 Condition typical species,,Y,
GES,GES component,C - GES criterion,D1C6,D1C6 Pelagic habitat condition,36,1.6.3 Habitat condition,1.6.3 Habitat condition,,Y,
GES,GES component,C - GES criterion,D1C6,D1C6 Pelagic habitat condition,36,1.6 Habitat condition,1.6 Habitat condition,,Y,
GES,GES component,C - GES criterion,D1C6,D1C6 Pelagic habitat condition,36,1.6.2 Relative abundance,1.6.2 Relative abundance,,Y,
GES,GES component,C - GES criterion,D6C4,D6C4 Benthic habitat extent,37,1.5.1 Habitat area,1.5.1 Habitat area,,Y,
GES,GES component,C - GES criterion,D6C4,D6C4 Benthic habitat extent,37,6.1.1 Biogenic substrata,6.1.1 Biogenic substrata,,Y,
GES,GES component,C - GES criterion,D6C4,D6C4 Benthic habitat extent,37,1.5 Habitat extent,1.5 Habitat extent,,Y,
GES,GES component,C - GES criterion,D6C5,D6C5 Benthic habitat condition,38,6.2 Condition of benthic community,6.2 Condition of benthic community,,Y,
GES,GES component,C - GES criterion,D6C5,D6C5 Benthic habitat condition,38,1.6 Habitat condition,1.6 Habitat condition,,Y,
GES,GES component,C - GES criterion,D6C5,D6C5 Benthic habitat condition,38,1.6.1 Condition typical species,1.6.1 Condition typical species,,Y,
GES,GES component,C - GES criterion,D6C5,D6C5 Benthic habitat condition,38,1.6.2 Relative abundance,1.6.2 Relative abundance,,Y,
GES,GES component,C - GES criterion,D6C5,D6C5 Benthic habitat condition,38,1.6.3 Habitat condition,1.6.3 Habitat condition,,Y,
GES,GES component,C - GES criterion,D6C5,D6C5 Benthic habitat condition,38,6.2.1 Presence of sensitive species,6.2.1 Presence of sensitive species,,Y,
GES,GES component,C - GES criterion,D6C5,D6C5 Benthic habitat condition,38,6.2.2 Benthic multi-metric indexes,6.2.2 Benthic multi-metric indexes,,Y,
GES,GES component,C - GES criterion,D6C5,D6C5 Benthic habitat condition,38,6.2.3 Proportion of individuals above specified size,6.2.3 Proportion of individuals above specified size,,Y,
GES,GES component,C - GES criterion,D6C5,D6C5 Benthic habitat condition,38,6.2.4 Size spectrum of benthic community,6.2.4 Size spectrum of benthic community,,Y,
GES,GES component,C - GES criterion,D4C1,D4C1 Trophic guild species diversity,39,1.7 Ecosystem structure,1.7 Ecosystem structure,,Y,
GES,GES component,C - GES criterion,D4C1,D4C1 Trophic guild species diversity,39,1.7.1 Composition ecosystem,1.7.1 Composition ecosystem,,Y,
GES,GES component,C - GES criterion,D4C2,D4C2 Abundance across trophic guilds,40,1.7 Ecosystem structure,1.7 Ecosystem structure,,Y,
GES,GES component,C - GES criterion,D4C2,D4C2 Abundance across trophic guilds,40,1.7.1 Composition ecosystem,1.7.1 Composition ecosystem,,Y,
GES,GES component,C - GES criterion,D4C2,D4C2 Abundance across trophic guilds,40,4.3.1 Abundance trends of selected groups/species,4.3.1 Abundance trends of selected groups/species,,Y,
GES,GES component,C - GES criterion,D4C2,D4C2 Abundance across trophic guilds,40,4.3 Abundance/distribution of key trophic groups/species,4.3 Abundance/distribution of key trophic groups/species,,Y,
GES,GES component,C - GES criterion,D4C3,D4C3 Trophic guild size distribution,41,4.2.1 Large fish by weight,4.2.1 Large fish by weight,,Y,
GES,GES component,C - GES criterion,D4C3,D4C3 Trophic guild size distribution,41,4.2 Proportion of selected species at the top of food webs,4.2 Proportion of selected species at the top of food webs,,Y,
GES,GES component,C - GES criterion,D4C4,D4C4 Trophic guild productivity,42,4.1.1 Productivity of key predators,4.1.1 Productivity of key predators,,Y,
GES,GES component,C - GES criterion,D4C4,D4C4 Trophic guild productivity,42,4.1 Productivity (production per unit biomass) of key species or trophic groups,4.1 Productivity (production per unit biomass) of key species or trophic groups,,Y,
GES,GES component,D - GES criterion/indicator (2010),1.1.3,1.1.3 Area covered by species,43,Y,Y,,Y,
GES,GES component,D - GES criterion/indicator (2010),1.3.2,1.3.2 Population genetic structure,44,Y,Y,,Y,
GES,GES component,D - GES criterion/indicator (2010),1.4,1.4 Habitat distribution,45,Y,Y,,Y,
GES,GES component,D - GES criterion/indicator (2010),1.4.1,1.4.1 Habitat distributional range,46,Y,Y,,Y,
GES,GES component,D - GES criterion/indicator (2010),1.4.2,1.4.2 Habitat distributional pattern,47,Y,Y,,Y,
GES,GES component,D - GES criterion/indicator (2010),1.5.2,1.5.2 Habitat volume,48,Y,Y,,Y,
GES,GES component,D - GES criterion/indicator (2010),3.3.2,3.3.2 Maximum length of fish,49,Y,Y,,Y,
GES,GES component,D - GES criterion/indicator (2010),5.1.2,5.1.2 Nutrient ratio,50,Y,Y,,Y,
GES,GES component,D - GES criterion/indicator (2010),5.2,5.2 Direct effects of nutrient enrichment,51,Y,Y,,Y,
GES,GES component,D - GES criterion/indicator (2010),5.3,5.3 Indirect effects of nutrient enrichment,52,Y,Y,,Y,
GES,GES component,D - GES criterion/indicator (2010),9.1.2,9.1.2 Frequency of levels exceeded in seafood,53,Y,Y,,Y,
GES,GES component,E - Not relevant,NotRelevant,Not relevant,54,,,,Y,
Measures,Key Type of Measure,A - WFD KTM,WFD01 Waste water treatment plants ,Construction or upgrades of wastewater treatment plants ,1,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD02 Nutrients from agriculture,Reduce nutrient pollution from agriculture ,2,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD03 Pesticides from agriculture,Reduce pesticides pollution from agriculture. ,3,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD04 Historical contamination,"Remediation of contaminated sites (historical pollution including sediments, groundwater, soil). ",4,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD05 Longitudinal continuity,"Improving longitudinal continuity (e.g. establishing fish passes, demolishing old dams). ",5,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD06 Hydromorphology,"Improving hydromorphological conditions of water bodies other than longitudinal continuity (e.g. river restoration, improvement of riparian areas, removal of hard embankments, reconnecting rivers to floodplains, improvement of hydromorphological condition of transitional and coastal waters, etc.). ",6,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD07 Flow regime,Improvements in flow regime and/or establishment of ecological flows. ,7,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD08 Water efficiency,"Water efficiency technical measures for irrigation, industry, energy and  households",8,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD09 Water pricing households,Water pricing policy measures for the implementation of the recovery of cost of water services from households,9,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD10 Water pricing industry,Water pricing policy measures for the implementation of the recovery of cost of water services from industry,10,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD11 Water pricing agriculture,Water pricing policy measures for the implementation of the recovery of cost of water services from agriculture,11,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD12 Advice agriculture,Advisory services for agriculture,12,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD13 Drinking water,"Drinking water protection measures (e.g. establishment of safeguard zones, buffer zones etc.)",13,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD14 Research & knowledge,"Research, improvement of knowledge base reducing uncertainty. ",14,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD15 Phase out priority substances,"Measures for the phasing-out of emissions, discharges and losses of priority hazardous substances or for the reduction of emissions, discharges and losses of priority substances.  ",15,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD16 Industrial waste water treatment,Upgrades or improvements of industrial wastewater treatment plants (including farms) ,16,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD17 Soil erosion,Measures to reduce sediment from soil erosion and surface run-off  ,17,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD18 Invasive alien species,Measures to prevent or control the adverse impacts of invasive alien species and introduced diseases,18,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD19 Recreation & angling,Measures to prevent or control the adverse impacts of recreation including angling,19,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD20 Fishing & other exploitation,Measures to prevent or control the adverse impacts of fishing and other exploitation/removal of animal and plants,20,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD21 Urban & transport pollution,"Measures to prevent or control the input of pollution from urban areas, transport and built infrastructure",21,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD22 Forestry pollution,Measures to prevent or control the input of pollution from forestry,22,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD23 Water retention,Natural water retention measures,23,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD24 Climate change adaptation,Adaptation to climate change,24,,,Y,,
Measures,Key Type of Measure,A - WFD KTM,WFD25 Freshwater acidification,Measures to counteract acidification (in freshwater systems),25,,,Y,,
Measures,Key Type of Measure,B - MSFD KTM,MSFD26 Physical loss,Measures to reduce physical loss of seabed habitats in the marine environment (beyond WFD coastal waters),26,,,Y,,
Measures,Key Type of Measure,B - MSFD KTM,MSFD 27 Physical damage,Measures to reduce physical damage to the marine environment (beyond WFD Coastal waters),27,,,Y,,
Measures,Key Type of Measure,B - MSFD KTM,MSFD28 Energy inputs,"Measures to reduce inputs of energy to the marine environment, including underwater noise",28,,,Y,,
Measures,Key Type of Measure,B - MSFD KTM,MSFD29 Litter,Measures to reduce marine litter ,29,,,Y,,
Measures,Key Type of Measure,B - MSFD KTM,MSFD30 Hydrological processes,Measures to reduce interferences with hydrological processes in the marine environment (beyond WFD Coastal waters),30,,,Y,,
Measures,Key Type of Measure,B - MSFD KTM,MSFD31 Contamination,"Measures to reduce contamination by hazardous substances (synthetic substances, non-synthetic substances, radio-nuclides) and the systematic and/or intentional release of substances in the marine environment from sea-based or air-based sources",31,,,Y,,
Measures,Key Type of Measure,B - MSFD KTM,MSFD32 Accidental pollution,Measures to reduce sea-based accidental pollution,32,,,Y,,
Measures,Key Type of Measure,B - MSFD KTM,MSFD33 Nutrient enrichment,Measures to reduce nutrient and organic matter inputs to the marine environment from sea-based or air-based sources,33,,,Y,,
Measures,Key Type of Measure,B - MSFD KTM,MSFD34 Climate change adaptation/acidification,"Measures to adapt to climate change impacts on the marine environment , including marine acidification",34,,,Y,,
Measures,Key Type of Measure,B - MSFD KTM,MSFD35 Non-indigenous species,Measures to reduce the introduction and spread of non-indigenous species in the marine environment and for their control,35,,,Y,,
Measures,Key Type of Measure,B - MSFD KTM,MSFD36 Extraction of species,Measures to reduce biological disturbances in the marine environment from the extraction of species including incidental non-target catches,36,,,Y,,
Measures,Key Type of Measure,B - MSFD KTM,MSFD37 Other biological disturbance,"Measures to reduce other types of biological disturbance, including death, injury, disturbance and translocation of marine species, and the introduction of genetically-modified individuals",37,,,Y,,
Measures,Key Type of Measure,B - MSFD KTM,MSFD38 Microbial pathogens,Measures to address the introduction of microbial pathogens,38,,,Y,,
Measures,Key Type of Measure,B - MSFD KTM,MSFD39 Restore & conserve marine ecosystems,"Measures to restore and conserve marine ecosystems, including habitats and species",39,,,Y,,
Measures,Key Type of Measure,B - MSFD KTM,MSFD40 Spatial protection,Measures related to Spatial Protection Measures for the marine environment (addressing multiple pressures),40,,,Y,,
Measures,Key Type of Measure,B - MSFD KTM,MSFD41 Marine research & knowledge,Complementary activities on research and improvement of the knowledge base to facilitate the devising of measures,41,,,Y,,
Measures,Measure types,,Legal,Legal,1,,,Y,,
Measures,Measure types,,Policy,Policy,2,,,Y,,
Measures,Measure types,,Economic,Economic (e.g. incentives),3,,,Y,,
Measures,Measure types,,Management coordination,Management coordination,4,,,Y,,
Measures,Measure types,,Mitigation and remediation tools,Mitigation and remediation tools,5,,,Y,,
Measures,Measure types,,Spatial - temporary,Spatial - temporary,6,,,Y,,
Measures,Measure types,,Spatial - permanent,Spatial - permanent,7,,,Y,,
Measures,Measure types,,Communication,"Communication, stakeholder engagement, public awareness",8,,,Y,,
Monitoring,Monitoring frequency,,One-off,One-off,1,,Y,,,
Monitoring,Monitoring frequency,,Continually,Continually,2,,Y,,,
Monitoring,Monitoring frequency,,Hourly,Hourly,3,,Y,,,
Monitoring,Monitoring frequency,,Daily,Daily,4,,Y,,,
Monitoring,Monitoring frequency,,Weekly,Weekly,5,,Y,,,
Monitoring,Monitoring frequency,,2-weekly,2-weekly,6,,Y,,,
Monitoring,Monitoring frequency,,Monthly,Monthly,7,,Y,,,
Monitoring,Monitoring frequency,,3-monthly,3-monthly,8,,Y,,,
Monitoring,Monitoring frequency,,6-monthly,6-monthly,9,,Y,,,
Monitoring,Monitoring frequency,,Yearly,Yearly,10,,Y,,,
Monitoring,Monitoring frequency,,2-yearly,Every 2 years,11,,Y,,,
Monitoring,Monitoring frequency,,3-yearly,Every 3 years,12,,Y,,,
Monitoring,Monitoring frequency,,6-yearly,Every 6 years,13,,Y,,,
Monitoring,Monitoring frequency,,As needed,As needed,14,,Y,,,
Monitoring,Monitoring frequency,,Other,Other (specify),15,,Y,,,
Monitoring,Monitoring frequency,,Unknown,Unknown,16,,Y,,,
Monitoring,Monitoring natural variability,,Quantiative,In a quantitative process,1,,Y,,,
Monitoring,Monitoring natural variability,,Qualitative,In a qualitative process,2,,Y,,,
Monitoring,Monitoring natural variability,,Expert opinion,Expert opinion,3,,Y,,,
Monitoring,Monitoring natural variability,,Other,Other,4,,Y,,,
